time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1992-05-17T10:15:31.310Z,7.191,126.762,33,7.3,mwb,,,,1.1,us,usp00057gv,2017-04-26T17:46:41.606Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1992-05-17T09:49:19.110Z,7.239,126.645,32.8,7.1,mw,,,,1.2,us,usp00057gu,2017-04-26T17:46:40.995Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1992-03-19T06:34:25.860Z,17.155,120.827,15.4,6.3,mwb,,,,1.2,us,usp00054g6,2017-04-26T17:46:27.083Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1991-11-21T12:38:28.570Z,5.782,126.832,73.3,6.3,mwb,,,,1.2,us,usp0004ze3,2016-11-10T00:52:50.138Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1991-11-13T11:12:13.240Z,8.361,126.371,35.9,6.8,mwb,,,,1.2,us,usp0004z3m,2017-04-26T17:46:10.189Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1991-06-15T23:02:14.370Z,10.098,125.855,71,6.1,mw,,,,1.1,us,usp0004t09,2017-04-26T17:45:47.123Z,"Leyte, Philippines",earthquake,,4.1,,,reviewed,us,hrv
1991-04-24T04:57:14.890Z,9.041,126.739,13.8,6.3,mw,,,,1.2,us,usp0004qrk,2016-11-09T22:22:27.383Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1991-03-26T03:58:23.260Z,21.704,121.789,17.7,6.3,mw,,,,1.2,us,usp0004php,2016-11-10T00:30:00.690Z,"Taiwan region",earthquake,,,,,reviewed,us,hrv
1991-02-18T02:37:25.120Z,8.87,126.48,23.9,7,mw,,,,1.3,us,usp0004n2a,2017-04-26T17:45:18.456Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1990-10-25T11:01:38.720Z,8.307,126.462,44.1,6.5,mw,,,,1.1,us,usp0004g51,2017-04-26T17:44:46.758Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1990-07-17T21:14:43.860Z,16.495,120.981,23.1,6.5,mw,,,,1.3,us,usp0004c36,2017-04-26T17:44:29.357Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-17T18:06:35.330Z,16.433,120.838,18.3,6.1,mw,,,,1.3,us,usp0004c30,2017-04-26T17:44:28.758Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1990-07-16T07:26:34.610Z,15.679,121.172,25.1,7.7,mw,,,,1.1,us,usp0004bxs,2017-04-26T17:44:26.900Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1990-06-14T07:40:56.210Z,11.76,121.899,18.1,7.1,mw,,,,1.2,us,usp0004ag6,2017-04-26T17:44:20.092Z,"Panay, Philippines",earthquake,,,,,reviewed,us,hrv
1990-02-08T07:46:59.780Z,9.725,124.625,30.3,6.6,mw,,,,1.2,us,usp000456m,2017-04-26T17:43:37.796Z,"Bohol, Philippines",earthquake,,,,,reviewed,us,hrv
1990-02-08T07:15:32.230Z,9.755,124.694,25.9,6.8,mw,,,,1.4,us,usp000456h,2017-04-26T17:43:37.192Z,"Bohol, Philippines",earthquake,,,,,reviewed,us,hrv
1989-12-20T00:08:20.610Z,8.094,126.828,21,6.5,mw,,,,1.2,us,usp00043a9,2017-04-26T17:43:31.629Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1989-12-15T18:53:38.220Z,8.397,126.485,33,6,mb,,,,1,us,usp000433k,2014-11-07T00:45:21.331Z,"Mindanao, Philippines",earthquake,,,,14,reviewed,us,us
1989-12-15T18:43:45.030Z,8.337,126.729,24.4,7.6,mw,,,,1.4,us,usp000433j,2017-04-26T17:43:31.020Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1989-12-08T10:23:12.560Z,10.094,126.495,43.7,6.2,mw,,,,1.1,us,usp00042vc,2016-11-10T00:09:34.190Z,"Philippine Islands region",earthquake,,6,,,reviewed,us,hrv
1989-08-10T01:55:57.210Z,5.898,124.424,55.8,6.1,mw,,,,1.3,us,usp0003ya4,2017-04-26T17:43:03.634Z,"Mindanao, Philippines",earthquake,,6.3,,,reviewed,us,hrv
1988-11-17T06:55:46.060Z,12.399,124.537,19.3,6.6,mw,,,,1.5,us,usp0003nxq,2017-04-26T17:42:26.879Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
1988-08-15T09:59:24.070Z,8.757,126.341,52,6.1,mw,,,,1.3,us,usp0003k0t,2017-04-26T17:42:13.183Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1988-07-11T00:12:35.330Z,5.368,126.612,66.9,6,mw,,,,1.2,us,usp0003hs0,2016-11-09T22:57:52.256Z,"Mindanao, Philippines",earthquake,,5,,,reviewed,us,hrv
1988-06-19T20:19:52.690Z,12.376,121.067,16.7,6.2,mw,,,,1.4,us,usp0003h43,2017-04-26T17:42:04.242Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
1988-02-24T03:52:03.290Z,13.477,124.616,24.9,7.3,mw,,,,1,us,usp0003da3,2017-04-26T17:41:47.523Z,"Catanduanes, Philippines",earthquake,,,,,reviewed,us,hrv
1988-01-28T11:20:08.160Z,5.327,126.369,43.6,6.1,mw,,,,1.3,us,usp0003cgy,2016-11-09T21:46:00.688Z,"Mindanao, Philippines",earthquake,,5.7,,,reviewed,us,hrv
1987-11-18T16:27:05.270Z,12.845,124.77,22.2,6.4,mw,,,,1,us,usp0003a8a,2017-04-26T17:41:30.807Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
1987-11-07T16:23:55.900Z,5.634,126.614,80,6.2,mw,,,,1,us,usp00039yn,2016-11-09T01:01:06.876Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1987-10-29T20:23:41.000Z,4.817,127.688,152.9,6.8,mw,,,,1.1,us,usp00039qx,2016-11-10T00:50:24.509Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,reviewed,us,hrv
1987-06-14T05:07:26.870Z,10.429,126.147,13.1,6.2,mw,,,,1.1,us,usp00035sc,2016-11-09T22:45:34.978Z,"Philippine Islands region",earthquake,,,,,reviewed,us,hrv
1987-06-07T05:49:43.630Z,20.429,121.366,14.8,6.3,mw,,,,0.9,us,usp00035kr,2016-11-10T00:37:04.599Z,"Batan Islands region, Philippines",earthquake,,,,,reviewed,us,hrv
1987-06-06T18:40:27.480Z,10.672,126.115,14.4,6.5,mw,,,,1.2,us,usp00035k6,2017-04-26T17:41:05.286Z,"Philippine Islands region",earthquake,,,,,reviewed,us,hrv
1987-06-05T21:25:11.230Z,5.381,127.534,45.1,6.1,mw,,,,1.3,us,usp00035j7,2016-11-09T22:41:25.794Z,"Philippine Islands region",earthquake,,7.7,,,reviewed,us,hrv
1987-05-18T07:27:00.210Z,8.302,125.362,16.4,6.3,mw,,,,1.3,us,usp000353c,2017-04-26T17:41:02.392Z,"Mindanao, Philippines",earthquake,,11.9,,,reviewed,us,hrv
1987-05-12T01:30:25.030Z,7.09,126.701,24.7,6.7,mw,,,,1.1,us,usp00034xs,2017-04-26T17:40:59.899Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1987-04-25T12:16:52.440Z,16.066,120.301,107,6.9,mw,,,,0.9,us,usp00034f9,2017-04-26T17:40:55.133Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,nc
1987-02-11T06:12:53.390Z,18.831,120.981,23.5,6,mw,,,,1.3,us,usp00032ct,2016-11-09T21:51:21.576Z,"Luzon, Philippines",earthquake,,4.4,,,reviewed,us,hrv
1986-06-17T18:13:11.550Z,5.644,125.259,31.9,6.6,mw,,,,1.3,us,usp0002v4y,2017-04-26T17:39:55.032Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1986-06-17T10:38:17.260Z,5.776,126.742,33,6,mw,,,,1,us,usp0002v4j,2016-11-09T22:46:55.922Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1986-06-03T14:40:09.770Z,10.378,125.964,67,6.1,mw,,,,1.1,us,usp0002urh,2016-11-09T22:40:27.712Z,"Leyte, Philippines",earthquake,,3.2,,,reviewed,us,hrv
1986-05-08T14:37:35.930Z,4.627,125.499,165.5,6.4,mw,,,,1.2,us,usp0002trj,2016-11-09T22:28:34.738Z,"Kepulauan Sangihe, Indonesia",earthquake,,2.1,,,reviewed,us,hrv
1986-02-19T11:40:27.550Z,18.945,121.304,77.4,6,mw,,,,1.1,us,usp0002r49,2016-11-09T21:54:56.675Z,"Luzon, Philippines",earthquake,,3.3,,,reviewed,us,hrv
1985-08-09T19:59:44.070Z,16.9,120.186,21.7,6.1,mw,,,,1.1,us,usp0002hj2,2017-04-26T17:39:06.443Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1985-08-04T02:36:23.870Z,7.496,123.5,35.6,6.4,mw,,,,1.2,us,usp0002hbr,2017-04-26T17:39:04.639Z,"Mindanao, Philippines",earthquake,,6.2,,,reviewed,us,hrv
1985-06-04T03:56:27.060Z,4.873,127.481,94.2,6.2,mw,,,,0.9,us,usp0002fgt,2016-11-09T22:40:54.983Z,"Kepulauan Talaud, Indonesia",earthquake,,,,,reviewed,us,hrv
1985-04-24T01:07:14.510Z,16.498,120.815,33,6.1,mw,,,,1.3,us,usp0002e3e,2017-04-26T17:38:51.074Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1985-04-23T16:15:12.020Z,15.344,120.61,188.4,7,mw,,,,1.1,us,usp0002e2z,2017-04-26T17:38:50.460Z,"Luzon, Philippines",earthquake,,2,,,reviewed,us,nc
1985-03-18T19:49:45.840Z,7.758,123.544,33,6.5,mw,,,,1.1,us,usp0002d0r,2017-04-26T17:38:42.411Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1984-11-20T08:15:16.230Z,5.167,125.124,202.2,7.5,mw,,,,1.3,us,usp000297p,2017-04-26T17:38:17.589Z,"Mindanao, Philippines",earthquake,,2.6,,,reviewed,us,hrv
1984-10-29T23:18:05.180Z,5.731,125.543,153.2,6.6,mw,,,,1.1,us,usp00028mq,2016-11-09T23:50:20.169Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
1984-03-05T03:33:50.990Z,8.147,123.762,649.1,7.3,mw,,,,0.9,us,usp00022es,2016-11-10T00:27:50.591Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1983-08-27T18:49:48.430Z,8.171,125.946,20.5,6,ms,,,,1.3,us,usp0001xzd,2017-04-26T17:36:54.460Z,"Mindanao, Philippines",earthquake,,,,17,reviewed,us,us
1983-08-17T12:17:56.010Z,18.231,120.86,28.8,6.5,ms,,,,1.1,us,usp0001xr0,2017-04-26T17:36:51.907Z,"Luzon, Philippines",earthquake,,,,7,reviewed,us,us
1983-08-02T02:17:41.030Z,20.435,122.101,157.9,6.3,mw,,,,1.1,us,usp0001x9n,2016-11-09T23:07:49.200Z,"Batan Islands region, Philippines",earthquake,,,,,reviewed,us,nc
1983-07-14T19:47:46.530Z,5.557,126.452,43,6.3,mw,,,,1.1,us,usp0001wtb,2016-11-09T22:59:06.236Z,"Mindanao, Philippines",earthquake,,2.3,,,reviewed,us,nc
1983-03-15T19:58:30.450Z,5.346,126.566,41,6.7,mw,,,,1.3,us,usp0001tp6,2016-11-10T00:28:46.984Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1983-02-20T10:49:54.110Z,5.546,126.246,60.5,6.4,mw,,,,1.2,us,usp0001t6s,2016-11-09T00:03:56.029Z,"Mindanao, Philippines",earthquake,,2,,,reviewed,us,nc
1983-02-12T08:47:12.740Z,5.669,126.297,51,6.3,mw,,,,1.2,us,usp0001sz9,2016-11-09T21:51:43.237Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,nc
1982-12-28T13:49:29.000Z,19.945,121.397,34,6,mb,,,,0.9,us,usp0001ru1,2016-11-10T00:18:36.309Z,"Babuyan Islands region, Philippines",earthquake,,,,97,reviewed,us,us
1982-04-17T09:20:57.860Z,19.871,120.526,10.3,6.2,mb,,,,0.9,us,usp0001ksn,2016-11-09T22:19:20.712Z,"Babuyan Islands region, Philippines",earthquake,,1.2,,94,reviewed,us,us
1982-01-24T06:08:56.660Z,14.085,124.347,37.2,6.4,ms,,,,1.2,us,usp0001j95,2017-04-26T17:35:21.578Z,"Catanduanes, Philippines",earthquake,,3.4,,18,reviewed,us,us
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1,ms,,,,1.1,us,usp0001hze,2017-04-26T17:35:16.039Z,"Catanduanes, Philippines",earthquake,,3.7,,19,reviewed,us,us
1981-11-22T15:05:20.560Z,18.752,120.839,24,6.5,ms,,,,1,us,usp0001h39,2017-04-26T17:35:12.358Z,"Luzon, Philippines",earthquake,,,,15,reviewed,us,us
1981-09-04T11:15:13.610Z,9.964,124.035,644.5,6,mb,,,,0.9,us,usp0001fp1,2016-11-08T23:48:29.247Z,"Bohol, Philippines",earthquake,,1.2,,52,reviewed,us,us
1981-09-04T11:14:15.000Z,11.05,123.21,33,6.6,mwc,,,,,gcmt,gcmtc090481a,2016-11-10T00:44:59.157Z,"Visayan Sea, Philippines",earthquake,,,,,automatic,gcmt,gcmt
1981-05-13T01:39:54.820Z,5.829,127.008,145,6,mb,,,,1,us,usp0001dn5,2016-11-09T22:30:41.821Z,"Philippine Islands region",earthquake,,,,50,reviewed,us,us
1980-10-26T05:14:19.100Z,11.751,125.502,48,6.1,ms,,,,,us,usp0001afz,2017-04-26T17:34:14.382Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1980-06-18T17:14:54.500Z,9.475,126.657,54,6.8,ms,,,,,us,usp00018ad,2017-04-26T17:33:56.785Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1980-06-09T13:14:21.400Z,9.754,126.64,19,6,ms,,,,,us,usp0001829,2014-11-06T23:24:23.053Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1980-03-31T12:41:47.700Z,16.129,121.962,43,6.3,ms,,,,,us,usp00016ce,2017-04-26T17:33:44.289Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1980-02-29T11:13:26.700Z,6.299,126.881,104,6.1,mb,,,,,us,usp00015rx,2016-11-10T00:27:26.152Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1980-01-02T20:58:44.200Z,5.984,126.188,63,6,mb,,,,,us,usp00014ud,2017-04-26T17:33:30.850Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1979-11-19T22:17:20.200Z,5.861,125.295,85,6.1,mb,,,,,us,usp000143h,2017-04-26T17:33:21.081Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1979-08-26T14:31:22.100Z,19.066,122.096,15,7.1,ms,,,,,us,usp00012mz,2017-04-26T17:33:02.005Z,"Babuyan Islands region, Philippines",earthquake,,,,,reviewed,us,us
1979-05-01T00:39:30.900Z,9.33,125.614,23,6,ms,,,,,us,usp00010cy,2017-04-26T17:32:42.535Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1979-02-11T22:22:20.900Z,5.987,125.919,142,6.1,mb,,,,,us,usp0000yt3,2016-11-09T21:51:17.348Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1979-02-07T21:02:06.800Z,5.21,127.295,129,6.2,mb,,,,,us,usp0000yra,2016-11-09T21:49:32.353Z,"Philippine Islands region",earthquake,,,,,reviewed,us,us
1978-12-12T11:44:16.000Z,7.33,123.492,33,6.9,ms,,,,,us,usp0000xwj,2017-04-26T17:32:20.270Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1978-06-16T07:57:00.100Z,7.861,126.321,139,6,mb,,,,,us,usp0000v30,2016-11-10T00:37:48.658Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1978-06-14T12:32:33.900Z,8.249,122.403,24,6.9,ms,,,,,us,usp0000v1t,2017-04-26T17:31:47.808Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1978-04-18T17:27:30.600Z,5.142,127.41,128,6,mb,,,,,us,usp0000u5g,2016-11-10T00:31:51.062Z,"Philippine Islands region",earthquake,,,,,reviewed,us,us
1978-01-06T04:41:22.200Z,18.793,121.895,33,6,ms,,,,,us,usp0000scj,2017-04-26T17:31:23.491Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1977-08-29T14:23:40.500Z,17.441,119.869,12,6.2,ms,,,,,us,usp0000qcw,2017-04-26T17:30:58.863Z,"Philippine Islands region",earthquake,,,,,reviewed,us,us
1977-07-21T13:45:54.000Z,16.882,122.361,33,6.9,ms,,,,,us,usp0000pts,2017-04-26T17:30:53.043Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1977-03-18T21:43:52.400Z,16.773,122.327,37,7,ms,,,,,us,usp0000myv,2017-04-26T17:30:33.547Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1977-03-02T09:53:23.200Z,6.772,123.74,52,6.1,ms,,,,,us,usp0000mse,2017-04-26T17:30:29.532Z,"Moro Gulf, Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-11-22T04:22:25.300Z,7.029,123.579,60,6,mb,,,,,us,usp0000ke3,2016-11-10T00:01:19.700Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-11-07T17:09:06.100Z,8.478,126.375,60,6.8,ms,,,,,us,usp0000k85,2017-04-26T17:30:13.740Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-09-29T21:02:32.700Z,6.922,124.069,41,6,mb,,,,,us,usp0000jpp,2016-11-10T00:47:21.618Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-08-17T04:19:27.300Z,7.249,122.939,22,6.8,ms,,,,,us,usp0000hw4,2017-04-26T17:29:57.221Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-08-17T01:11:10.200Z,10.063,125.866,34,6,mb,,,,,us,usp0000hw0,2017-04-26T17:29:56.576Z,"Leyte, Philippines",earthquake,,,,,reviewed,us,us
1976-08-16T16:11:07.300Z,6.262,124.023,33,7.9,ms,,,,,us,usp0000hvb,2017-04-26T17:29:55.948Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1976-07-26T02:56:39.300Z,4.956,118.308,33,6.2,ms,,,,,us,usp0000hhh,2017-04-26T17:29:49.001Z,"Sabah, Malaysia",earthquake,,,,,reviewed,us,us
1976-06-07T07:36:55.400Z,14.087,124.829,33,6.4,ms,,,,,us,usp0000gs3,2017-04-26T17:29:36.254Z,"Catanduanes, Philippines",earthquake,,,,,reviewed,us,us
1976-02-15T01:54:23.100Z,13,125.788,33,6.1,ms,,,,,us,usp0000f2f,2016-11-10T00:26:16.466Z,"Philippine Islands region",earthquake,,,,,reviewed,us,us
1975-11-15T20:39:25.900Z,12.946,125.91,11,6.1,mb,,,,,us,usp0000dkz,2015-05-13T18:53:11.000Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1975-11-06T12:36:14.500Z,12.549,126.073,11,6.1,mb,,,,,us,usp0000df9,2015-05-13T18:53:11.000Z,"Philippine Islands region",earthquake,,,,,reviewed,us,us
1975-10-31T08:28:02.600Z,12.54,125.993,50,7.2,ms,,,,,us,usp0000dc1,2017-04-26T17:28:53.747Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1975-10-26T10:41:31.900Z,6.578,126.834,50,6.1,ms,,,,,us,usp0000da1,2015-05-13T18:53:11.000Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1975-10-21T23:06:22.800Z,11.661,121.646,33,6.3,ms,,,,,us,usp0000d7x,2017-04-26T17:28:50.626Z,"Panay, Philippines",earthquake,,,,,reviewed,us,us
1975-10-21T17:12:23.700Z,11.707,121.75,33,6.1,ms,,,,,us,usp0000d7q,2017-04-26T17:28:50.012Z,"Panay, Philippines",earthquake,,,,,reviewed,us,us
1975-08-23T15:06:39.000Z,10.013,125.791,40,6,mb,,,,,us,usp0000ck1,2015-05-13T18:53:11.000Z,"Leyte, Philippines",earthquake,,,,,reviewed,us,us
1975-07-10T18:29:16.000Z,6.507,126.642,86,6.2,mb,,,,,us,usp0000byv,2015-05-13T18:53:10.000Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1974-02-19T03:30:21.800Z,13.909,122.116,17,6.1,ms,,,,,us,usp00005bf,2017-04-26T17:27:31.577Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1973-09-20T20:43:39.800Z,9.048,123.789,560,6,mb,,,,,us,usp00003g4,2015-05-13T18:53:08.000Z,"Negros - Cebu region, Philippines",earthquake,,,,,reviewed,us,us
1973-08-18T08:25:44.100Z,11.511,121.389,14,6.1,ms,,,,,us,usp0000344,2017-04-26T17:26:56.505Z,"Panay, Philippines",earthquake,,,,,reviewed,us,us
1973-07-05T22:46:16.300Z,13.225,124.699,38,6,ms,,,,,us,usp00002jv,2015-05-13T18:53:08.000Z,"Catanduanes, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T07:03:43.900Z,12.205,125.33,33,6.5,ms,,,,,us,usp00002h1,2017-04-26T17:26:49.003Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-07-03T06:37:34.400Z,12.271,125.433,44,6,ms,,,,,us,usp00002h0,2015-05-13T18:53:08.000Z,"Samar, Philippines",earthquake,,,,,reviewed,us,us
1973-03-17T08:30:51.800Z,13.372,122.787,33,7,ms,,,,,us,usp00000z7,2017-04-26T17:26:38.136Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,us
1973-03-09T10:06:37.700Z,6.274,127.336,55,6,mb,,,,,us,usp00000vx,2015-05-13T18:53:07.000Z,"Philippine Islands region",earthquake,,,,,reviewed,us,us
1972-12-28T05:54:09.000Z,5.648,127.135,44.5,6,mw,,,,,iscgem,iscgem766762,2015-05-13T18:53:07.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-12-02T05:48:25.000Z,5.609,127.202,60,6.1,mw,,,,,iscgem,iscgem765522,2015-05-13T18:53:07.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-12-02T03:56:58.000Z,6.148,127.492,60,6,mw,,,,,iscgem,iscgem765515,2015-05-13T18:53:07.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1972-12-02T00:19:52.000Z,6.405,126.64,60,8,mw,,,,,iscgem,iscgem765501,2017-04-26T17:26:24.614Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-07-04T10:16:12.000Z,9.379,122.536,45,6,mw,,,,,iscgem,iscgem771290,2015-05-13T18:53:06.000Z,"Negros, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-05-22T06:04:02.000Z,16.552,122.189,35,6.9,mw,,,,,iscgem,iscgem773701,2017-04-26T17:25:51.948Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-05-17T05:27:53.000Z,13.393,120.036,26.4,6.2,mw,,,,,iscgem,iscgem773549,2015-05-13T18:53:06.000Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-04-30T15:15:32.000Z,13.557,120.422,25,6,mw,,,,,iscgem,iscgem774926,2015-05-13T18:53:06.000Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-04-27T01:29:34.000Z,13.603,120.634,25,6,mw,,,,,iscgem,iscgem774826,2015-05-13T18:53:06.000Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-04-25T19:30:07.000Z,13.402,120.275,25,7.5,mw,,,,,iscgem,iscgem774772,2017-04-26T17:25:47.196Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-02-08T03:37:49.000Z,19.319,122.067,15,6.1,mw,,,,,iscgem,iscgem776064,2015-05-13T18:53:06.000Z,"Babuyan Islands region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1972-01-08T05:27:53.000Z,20.981,120.28,25,6.7,mw,,,,,iscgem,iscgem776783,2015-05-13T18:53:06.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1971-07-25T12:51:45.000Z,12.439,123.691,40,6.4,mw,,,,,iscgem,iscgem782654,2017-04-26T17:25:11.656Z,"Masbate region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1971-07-02T05:34:28.000Z,12.36,123.899,25,6.1,mw,,,,,iscgem,iscgem781837,2017-04-26T17:25:02.539Z,"Masbate region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1971-04-29T19:56:14.000Z,12.704,122.3,11.7,6,mw,,,,,iscgem,iscgem786031,2017-04-26T17:24:46.395Z,"Sibuyan Sea, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1971-03-16T20:35:21.000Z,8.417,127.216,58.5,6.1,mw,,,,,iscgem,iscgem786403,2015-05-13T18:53:05.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1970-11-13T14:16:23.000Z,12.081,123.863,13.5,6.5,mw,,,,,iscgem,iscgem790180,2017-04-26T17:24:07.266Z,"Masbate region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-11-08T14:58:58.000Z,9.066,126.421,40,6.1,mw,,,,,iscgem,iscgem789999,2017-04-13T21:45:10.027Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-09-30T09:52:24.000Z,20.73,122.003,30,6,mw,,,,,iscgem,iscgem792436,2015-05-13T18:53:04.000Z,"Batan Islands region, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-04-15T13:14:25.000Z,15.219,122.624,25,6.2,mw,,,,,iscgem,iscgem796759,2015-05-13T18:53:04.000Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1970-04-12T04:01:46.000Z,15.136,122.064,22.5,6.9,mw,,,,,iscgem,iscgem796629,2017-04-26T17:23:36.680Z,"Philippine Islands region",earthquake,,,,,automatic,iscgem,iscgem
1970-04-08T21:23:58.000Z,15.457,121.723,25,6.5,mw,,,,,iscgem,iscgem796476,2017-04-26T17:23:36.017Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-04-07T05:34:06.000Z,15.791,121.63,25,7.4,mw,,,,,iscgem,iscgem796378,2017-04-26T17:23:34.685Z,"Luzon, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-03-30T16:46:44.000Z,6.754,126.451,50,6.8,mw,,,,,iscgem,iscgem798643,2017-04-26T17:23:33.999Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-03-04T14:27:49.000Z,7.273,126.891,35,6.1,mw,,,,,iscgem,iscgem797518,2015-05-13T18:53:03.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-02-06T02:17:34.000Z,12.687,121.924,25,6,mw,,,,,iscgem,iscgem798863,2015-05-13T18:53:03.000Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-02-05T22:06:01.000Z,12.584,121.952,15,6.7,mw,,,,,iscgem,iscgem798855,2017-04-26T17:23:25.230Z,"Mindoro, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-01-11T05:02:05.000Z,7.326,126.857,45,6,mw,,,,,iscgem,iscgem799983,2015-05-13T18:53:03.000Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
1970-01-10T12:07:07.000Z,6.785,126.682,40,7.2,mw,,,,,iscgem,iscgem799944,2017-04-26T17:23:23.239Z,"Mindanao, Philippines",earthquake,,,,,automatic,iscgem,iscgem
